Period,Minutes Remaining,Seconds Remaining,Shot Distance,X Location,Y Location,Shot Made Flag,Game Date,Action Type_Frequency,Team Name_Frequency,Home Team_Frequency,Away Team_Frequency,ShotType_2PT Field Goal,ShotType_3PT Field Goal,ShotZoneBasic_Above the Break 3,ShotZoneBasic_Backcourt,ShotZoneBasic_In The Paint (Non-RA),ShotZoneBasic_Left Corner 3,ShotZoneBasic_Mid-Range,ShotZoneBasic_Restricted Area,ShotZoneBasic_Right Corner 3,ShotZoneArea_Back Court(BC),ShotZoneArea_Center(C),ShotZoneArea_Left Side Center(LC),ShotZoneArea_Left Side(L),ShotZoneArea_Right Side Center(RC),ShotZoneArea_Right Side(R),ShotZoneRange_16-24 ft.,ShotZoneRange_24+ ft.,ShotZoneRange_8-16 ft.,ShotZoneRange_Back Court Shot,ShotZoneRange_Less Than 8 ft.,SeasonType_Playoffs,SeasonType_Regular Season,Game ID_Frequency,Game Event ID_Frequency,Player ID_Frequency
3,2,40,0,0,0,1,20060222,0.003883495145631068,0.05048543689320388,0.04660194174757282,0.04466019417475728,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.001941747572815534,0.003883495145631068
1,6,38,0,2,7,1,20101122,0.009708737864077669,0.040776699029126215,0.019417475728155338,0.04466019417475728,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.003883495145631068,0.005825242718446602
2,6,33,25,221,120,0,20200303,0.5786407766990291,0.038834951456310676,0.036893203883495145,0.04854368932038835,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
1,4,50,23,234,22,0,20120313,0.5786407766990291,0.027184466019417475,0.02912621359223301,0.021359223300970873,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
3,8,32,28,-235,156,0,20051226,0.5786407766990291,0.017475728155339806,0.02524271844660194,0.04466019417475728,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.011650485436893204
1,1,41,26,-13,268,1,20191211,0.5786407766990291,0.02330097087378641,0.03495145631067961,0.040776699029126215,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
4,9,4,0,0,0,1,20000115,0.009708737864077669,0.038834951456310676,0.03300970873786408,0.019417475728155338,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.007766990291262136,0.011650485436893204
1,3,48,0,0,0,1,20091229,0.12427184466019417,0.021359223300970873,0.03300970873786408,0.02524271844660194,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.001941747572815534,0.003883495145631068
2,0,1,18,76,172,0,20171029,0.019417475728155338,0.03495145631067961,0.036893203883495145,0.04854368932038835,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
1,2,46,23,227,65,0,20151101,0.5786407766990291,0.02330097087378641,0.03495145631067961,0.027184466019417475,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.003883495145631068
3,0,10,16,-132,101,1,20151125,0.5786407766990291,0.003883495145631068,0.036893203883495145,0.02912621359223301,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.001941747572815534,0.007766990291262136,0.003883495145631068
1,9,37,4,43,4,1,20141223,0.009708737864077669,0.017475728155339806,0.04271844660194175,0.038834951456310676,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.001941747572815534,0.005825242718446602
2,2,53,6,61,10,0,20070321,0.5786407766990291,0.038834951456310676,0.03300970873786408,0.040776699029126215,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.005825242718446602,0.003883495145631068
1,0,3,19,-124,154,0,20161027,0.019417475728155338,0.040776699029126215,0.03495145631067961,0.04466019417475728,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
4,2,3,8,80,14,0,20140312,0.5786407766990291,0.015533980582524271,0.009708737864077669,0.019417475728155338,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.001941747572815534,0.003883495145631068,0.005825242718446602
3,0,44,22,18,222,0,20050112,0.5786407766990291,0.031067961165048542,0.036893203883495145,0.04271844660194175,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
4,3,53,21,18,211,1,20090218,0.5786407766990291,0.04660194174757282,0.03495145631067961,0.04660194174757282,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.001941747572815534,0.005825242718446602,0.011650485436893204
3,4,29,15,55,149,0,19991117,0.5786407766990291,0.040776699029126215,0.04271844660194175,0.031067961165048542,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.001941747572815534,0.001941747572815534,0.007766990291262136
1,1,3,0,0,0,1,20091030,0.015533980582524271,0.007766990291262136,0.03300970873786408,0.011650485436893204,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
4,11,14,23,-160,176,0,20100203,0.5786407766990291,0.021359223300970873,0.02330097087378641,0.038834951456310676,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.005825242718446602,0.005825242718446602
1,7,11,26,-23,261,0,19990502,0.5786407766990291,0.027184466019417475,0.03495145631067961,0.021359223300970873,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.005825242718446602
1,4,12,17,144,95,1,20030204,0.5786407766990291,0.038834951456310676,0.02330097087378641,0.040776699029126215,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.001941747572815534,0.005825242718446602,0.005825242718446602
3,4,0,13,-126,33,0,20000122,0.5786407766990291,0.005825242718446602,0.005825242718446602,0.04271844660194175,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.001941747572815534,0.001941747572815534,0.007766990291262136
2,4,11,22,-136,183,0,20030406,0.5786407766990291,0.03300970873786408,0.031067961165048542,0.04271844660194175,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.003883495145631068
2,9,25,25,-119,228,0,20160427,0.5786407766990291,0.019417475728155338,0.02524271844660194,0.021359223300970873,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.001941747572815534,0.003883495145631068,0.005825242718446602
4,8,10,23,-230,13,0,20161116,0.5786407766990291,0.019417475728155338,0.015533980582524271,0.021359223300970873,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
1,5,29,19,-127,153,1,20101122,0.5786407766990291,0.031067961165048542,0.015533980582524271,0.02912621359223301,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.001941747572815534,0.005825242718446602,0.003883495145631068
1,7,53,23,9,230,0,20180324,0.5786407766990291,0.040776699029126215,0.04271844660194175,0.02912621359223301,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.001941747572815534,0.005825242718446602,0.001941747572815534
2,10,49,15,13,153,1,20120123,0.019417475728155338,0.027184466019417475,0.02912621359223301,0.040776699029126215,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
4,2,13,25,141,214,1,20071222,0.5786407766990291,0.05048543689320388,0.04660194174757282,0.019417475728155338,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.003883495145631068
2,8,58,0,0,0,0,19980210,0.12427184466019417,0.038834951456310676,0.03300970873786408,0.04466019417475728,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.003883495145631068,0.003883495145631068
3,0,0,0,0,9,1,20121211,0.05631067961165048,0.03495145631067961,0.03300970873786408,0.031067961165048542,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
2,5,34,15,156,5,1,20080209,0.015533980582524271,0.038834951456310676,0.02524271844660194,0.040776699029126215,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.001941747572815534,0.007766990291262136,0.001941747572815534
3,5,44,15,-153,25,0,20080205,0.5786407766990291,0.031067961165048542,0.02912621359223301,0.036893203883495145,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.001941747572815534,0.001941747572815534,0.005825242718446602
1,10,57,19,-183,57,0,20010216,0.5786407766990291,0.03495145631067961,0.036893203883495145,0.031067961165048542,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
3,8,11,19,-108,167,1,20120319,0.5786407766990291,0.038834951456310676,0.019417475728155338,0.04466019417475728,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.001941747572815534,0.005825242718446602,0.003883495145631068
3,6,5,25,136,215,0,20070418,0.5786407766990291,0.03495145631067961,0.02912621359223301,0.04854368932038835,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
1,11,54,1,4,15,0,20200204,0.001941747572815534,0.04466019417475728,0.04271844660194175,0.036893203883495145,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.005825242718446602,0.005825242718446602
3,8,17,21,-125,172,0,20120210,0.5786407766990291,0.02330097087378641,0.03495145631067961,0.04466019417475728,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.001941747572815534,0.007766990291262136,0.001941747572815534
2,7,42,0,0,0,0,20080204,0.05631067961165048,0.040776699029126215,0.019417475728155338,0.02330097087378641,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.003883495145631068,0.009708737864077669
2,0,20,5,-54,12,1,20110511,0.007766990291262136,0.02524271844660194,0.015533980582524271,0.019417475728155338,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.001941747572815534,0.001941747572815534,0.001941747572815534
1,11,40,25,62,243,0,20190109,0.5786407766990291,0.017475728155339806,0.011650485436893204,0.04466019417475728,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.005825242718446602,0.003883495145631068
2,3,54,14,-131,61,0,20080213,0.5786407766990291,0.040776699029126215,0.04271844660194175,0.019417475728155338,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.001941747572815534,0.001941747572815534,0.009708737864077669
3,0,20,24,-209,137,0,20101030,0.5786407766990291,0.036893203883495145,0.03495145631067961,0.04271844660194175,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.005825242718446602
5,2,42,23,-230,12,0,20080112,0.5786407766990291,0.04271844660194175,0.021359223300970873,0.04271844660194175,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.007766990291262136
4,2,0,5,-8,53,1,20191126,0.009708737864077669,0.03495145631067961,0.03495145631067961,0.04854368932038835,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
3,9,58,19,-117,161,0,20080229,0.5786407766990291,0.036893203883495145,0.03495145631067961,0.04854368932038835,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.003883495145631068,0.001941747572815534,0.003883495145631068
4,1,50,4,-6,41,0,20170204,0.5786407766990291,0.03495145631067961,0.02912621359223301,0.04271844660194175,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.007766990291262136,0.001941747572815534
4,4,30,23,-239,12,1,20190213,0.5786407766990291,0.04271844660194175,0.04660194174757282,0.04271844660194175,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
3,10,37,0,0,0,0,20081107,0.001941747572815534,0.031067961165048542,0.02524271844660194,0.011650485436893204,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
3,0,40,25,120,220,0,20171227,0.015533980582524271,0.038834951456310676,0.019417475728155338,0.04854368932038835,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.005825242718446602
2,5,11,13,107,77,1,20160208,0.015533980582524271,0.05048543689320388,0.04660194174757282,0.011650485436893204,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
1,11,15,25,225,111,1,20191220,0.5786407766990291,0.04271844660194175,0.04660194174757282,0.04271844660194175,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.003883495145631068
2,4,58,24,-239,31,1,20081223,0.5786407766990291,0.027184466019417475,0.03300970873786408,0.038834951456310676,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
4,7,2,14,-143,18,0,20160101,0.5786407766990291,0.04466019417475728,0.04271844660194175,0.02330097087378641,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
3,10,6,17,-97,145,0,20130123,0.5786407766990291,0.031067961165048542,0.02524271844660194,0.04854368932038835,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.001941747572815534,0.005825242718446602,0.005825242718446602
3,6,12,21,-6,215,0,20051216,0.5786407766990291,0.02912621359223301,0.03495145631067961,0.031067961165048542,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.001941747572815534,0.005825242718446602,0.001941747572815534
1,1,46,17,-178,-6,0,20010109,0.5786407766990291,0.03300970873786408,0.04271844660194175,0.036893203883495145,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
3,10,24,3,-12,28,1,20010221,0.5786407766990291,0.04660194174757282,0.02524271844660194,0.040776699029126215,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
4,11,45,2,-16,14,0,20141206,0.015533980582524271,0.040776699029126215,0.03300970873786408,0.02330097087378641,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.007766990291262136,0.003883495145631068
4,8,18,20,180,95,0,20020217,0.5786407766990291,0.031067961165048542,0.036893203883495145,0.031067961165048542,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
3,2,18,4,1,47,0,20081220,0.5786407766990291,0.031067961165048542,0.036893203883495145,0.021359223300970873,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
1,6,38,6,-49,47,1,20150316,0.009708737864077669,0.031067961165048542,0.036893203883495145,0.013592233009708738,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.007766990291262136,0.001941747572815534
4,2,22,1,-18,0,0,20060215,0.12427184466019417,0.04660194174757282,0.04660194174757282,0.04660194174757282,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.007766990291262136,0.011650485436893204
1,2,30,19,-87,176,0,20040402,0.5786407766990291,0.02524271844660194,0.031067961165048542,0.04271844660194175,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
3,11,36,0,0,0,0,20031223,0.02912621359223301,0.038834951456310676,0.03300970873786408,0.04271844660194175,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.001941747572815534,0.005825242718446602
3,7,40,25,182,184,0,20070429,0.5786407766990291,0.036893203883495145,0.03300970873786408,0.021359223300970873,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.003883495145631068,0.007766990291262136,0.003883495145631068
1,10,34,10,47,92,0,20041128,0.5786407766990291,0.027184466019417475,0.03300970873786408,0.04466019417475728,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.001941747572815534,0.001941747572815534,0.003883495145631068
4,2,58,9,70,66,1,20081104,0.009708737864077669,0.031067961165048542,0.027184466019417475,0.036893203883495145,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.001941747572815534,0.003883495145631068,0.003883495145631068
2,3,34,6,3,68,0,20080223,0.5786407766990291,0.038834951456310676,0.02524271844660194,0.04466019417475728,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.007766990291262136,0.005825242718446602
2,6,53,19,-77,176,0,20031029,0.5786407766990291,0.02912621359223301,0.03495145631067961,0.017475728155339806,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.007766990291262136
1,10,35,10,33,99,1,20200119,0.007766990291262136,0.031067961165048542,0.027184466019417475,0.031067961165048542,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.001941747572815534,0.005825242718446602,0.003883495145631068
3,5,13,16,40,164,0,20081103,0.5786407766990291,0.04271844660194175,0.021359223300970873,0.04271844660194175,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
1,6,34,15,-147,38,1,19980406,0.5786407766990291,0.03300970873786408,0.04271844660194175,0.02330097087378641,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
4,8,27,1,-5,9,1,20120411,0.015533980582524271,0.027184466019417475,0.02912621359223301,0.038834951456310676,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.009708737864077669,0.001941747572815534
3,2,3,17,179,4,0,20091219,0.5786407766990291,0.02912621359223301,0.03495145631067961,0.04271844660194175,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.003883495145631068
3,9,28,16,-157,63,0,20020402,0.5786407766990291,0.031067961165048542,0.03495145631067961,0.02912621359223301,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
1,5,55,24,151,190,0,20151109,0.5786407766990291,0.027184466019417475,0.03495145631067961,0.021359223300970873,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
1,0,51,20,171,114,0,20021103,0.5786407766990291,0.031067961165048542,0.02524271844660194,0.02912621359223301,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.001941747572815534,0.005825242718446602,0.001941747572815534
2,2,40,0,0,0,1,20030405,0.12427184466019417,0.03300970873786408,0.02330097087378641,0.04271844660194175,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
3,8,41,1,10,11,0,20160306,0.005825242718446602,0.017475728155339806,0.04271844660194175,0.038834951456310676,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.003883495145631068,0.005825242718446602
2,1,41,25,165,194,1,20101029,0.5786407766990291,0.04466019417475728,0.04660194174757282,0.04271844660194175,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.005825242718446602
2,6,13,6,57,23,1,19991119,0.5786407766990291,0.038834951456310676,0.02912621359223301,0.04466019417475728,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.005825242718446602,0.003883495145631068
3,0,3,21,33,215,1,20050413,0.5786407766990291,0.021359223300970873,0.02524271844660194,0.036893203883495145,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
4,11,42,11,106,36,0,20010408,0.5786407766990291,0.04466019417475728,0.036893203883495145,0.04271844660194175,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.001941747572815534,0.001941747572815534,0.005825242718446602
1,8,51,14,143,28,0,20101215,0.5786407766990291,0.02330097087378641,0.03495145631067961,0.021359223300970873,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.001941747572815534,0.007766990291262136,0.003883495145631068
4,7,14,6,53,42,1,20141031,0.015533980582524271,0.038834951456310676,0.03300970873786408,0.02330097087378641,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
1,4,1,19,28,192,0,20100312,0.5786407766990291,0.04466019417475728,0.04660194174757282,0.04271844660194175,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
4,10,21,18,121,141,0,20031107,0.5786407766990291,0.05048543689320388,0.04660194174757282,0.019417475728155338,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.003883495145631068
2,9,53,22,-82,209,1,20100103,0.5786407766990291,0.04660194174757282,0.02524271844660194,0.02912621359223301,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.003883495145631068
2,1,19,22,-228,15,0,20161117,0.5786407766990291,0.040776699029126215,0.036893203883495145,0.02330097087378641,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.007766990291262136,0.003883495145631068
4,7,2,15,-134,74,0,20011226,0.5786407766990291,0.038834951456310676,0.03300970873786408,0.04466019417475728,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.001941747572815534,0.005825242718446602,0.007766990291262136
1,3,2,3,-27,14,1,20110408,0.5786407766990291,0.017475728155339806,0.011650485436893204,0.04271844660194175,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.005825242718446602,0.001941747572815534
2,6,44,2,21,3,0,20130409,0.12427184466019417,0.017475728155339806,0.04271844660194175,0.011650485436893204,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.007766990291262136,0.001941747572815534
2,0,40,18,-180,4,1,20120122,0.5786407766990291,0.02912621359223301,0.03495145631067961,0.02912621359223301,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.001941747572815534,0.007766990291262136,0.003883495145631068
3,5,42,12,-1,128,0,19980331,0.5786407766990291,0.05048543689320388,0.031067961165048542,0.04271844660194175,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.001941747572815534,0.001941747572815534,0.007766990291262136
3,8,26,27,-170,216,0,20171229,0.5786407766990291,0.021359223300970873,0.009708737864077669,0.036893203883495145,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.001941747572815534,0.001941747572815534,0.001941747572815534
3,5,31,15,151,-5,1,20090217,0.5786407766990291,0.03495145631067961,0.031067961165048542,0.02912621359223301,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.001941747572815534,0.003883495145631068,0.005825242718446602
4,0,17,16,163,-28,0,20080206,0.5786407766990291,0.03495145631067961,0.031067961165048542,0.036893203883495145,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.005825242718446602
1,7,6,25,-197,156,0,20080527,0.5786407766990291,0.031067961165048542,0.027184466019417475,0.04271844660194175,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.001941747572815534,0.003883495145631068,0.001941747572815534
1,1,15,0,0,0,1,19980311,0.005825242718446602,0.03495145631067961,0.04271844660194175,0.04854368932038835,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.001941747572815534,0.003883495145631068,0.003883495145631068
1,7,25,22,112,192,0,20050111,0.5786407766990291,0.03495145631067961,0.031067961165048542,0.027184466019417475,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.001941747572815534,0.003883495145631068,0.001941747572815534
